,gen,gene_name,description,te_family_suzukii,te_class_suzukii
2419,CG34266,cg34266,,nf_381_TIR_1,DNA/DNA
2420,CG32236,cg32236,,nf_381_TIR_1,DNA/DNA
2421,CR45830,asrna:cr45830,antisense,nf_381_TIR_1,DNA/DNA
2422,CG7740,proml,,nf_185_TIR_2,DNA/DNA
2423,CG11537,cg11537,,nf_185_TIR_2,DNA/DNA
2424,CR45819,lncrna:cr45819,long non-coding,nf_185_TIR_2,DNA/DNA
2425,CG14964,mnm,myomesin and myosin binding,nf_253_TIR_1,DNA/DNA
2426,CG12734,girdin,,nf_253_TIR_1,DNA/DNA
2427,CG42494,cg42494,,nf_253_TIR_1,DNA/DNA
2428,CG42525,cg42525,,nf_253_TIR_1,DNA/DNA
2429,CG14958,cg14958,,nf_253_TIR_1,DNA/DNA
2430,CG14965,cg14965,,nf_253_TIR_1,DNA/DNA
2431,CG1242,hsp83,Heat shock protein,nf_253_TIR_1,DNA/DNA
2432,CG12078,cg12078,,nf_381_TIR_1,DNA/DNA
2433,CR45424,lncrna:cr45424,long non-coding,nf_381_TIR_1,DNA/DNA
2434,CG43389,cg43389,,nf_381_TIR_1,DNA/DNA
2435,CR43626,lncrna:cr43626,long non-coding,nf_381_TIR_1,DNA/DNA
2436,CR42880,mir-282,mir-282 stem,nf_381_TIR_1,DNA/DNA
2437,CG14959,ckd,,nf_355_TIR_1,DNA/DNA
2438,CG34265,cg34265,,nf_355_TIR_1,DNA/DNA
2439,CG14968,cg14968,,nf_322_TIR_1,DNA/CMC
2440,CG17723,znt63c,Zinc transporter,nf_322_TIR_1,DNA/CMC
2441,CG10812,drsl5,Drosomycin-like,nf_26_COPIA_1,LTR/COPIA
2442,CG12077,pig-c,Phosphatidylinositol glycan anchor biosynthesis class,nf_26_COPIA_1,LTR/COPIA
2443,CG12016,cg12016,dicistronic,nf_26_COPIA_1,LTR/COPIA
2444,CG42456,dpm2,Dolichyl-phosphate mannosyltransferase subunit,nf_26_COPIA_1,LTR/COPIA
2445,CG11526,strip,Striatin interacting,nf_26_COPIA_1,LTR/COPIA
2446,CG12010,cg12010,,nf_23_HELITRON_1,DNA/RC
2447,CG12012,cg12012,,nf_23_HELITRON_1,DNA/RC
2448,CG12014,ids,Iduronate,nf_23_HELITRON_1,DNA/RC
2449,CG10840,eif5b,eukaryotic translation initiation factor,nf_26_COPIA_1,LTR/COPIA
2450,CG1934,impe2,Ecdysone-inducible gene,nf_23_HELITRON_1,DNA/RC
2451,CR45820,lncrna:cr45820,long non-coding,nf_381_TIR_1,DNA/DNA
2452,CG14974,cg14974,,nf_23_HELITRON_1,DNA/RC
2453,CG10858,ppk27,pickpocket,nf_381_TIR_1,DNA/DNA
2454,CG32266,cg32266,,nf_23_HELITRON_1,DNA/RC
2455,CG10855,ntc,,nf_360_HELITRON_1,DNA/RC
2456,CG1120,ints10,Integrator,nf_360_HELITRON_1,DNA/RC
2457,CG32262,cg32262,,nf_360_HELITRON_1,DNA/RC
2458,CG12006,pig-b,Phosphatidylinositol glycan anchor biosynthesis class,nf_360_HELITRON_1,DNA/RC
2459,CG15855,eip63f-1,Ecdysone-induced protein 63F,nf_381_TIR_1,DNA/DNA
2460,CG14990,cg14990,,nf_23_HELITRON_1,DNA/RC
2461,CG14995,cg14995,,nf_23_HELITRON_1,DNA/RC
2462,CG14991,fit1,Fermitin,nf_23_HELITRON_1,DNA/RC
2463,CR45670,lncrna:cr45670,long non-coding,nf_23_HELITRON_1,DNA/RC
2464,CG1171,akh,Adipokinetic,nf_181_PIGGYBAC_1,DNA/PIGGYBAC
2465,CG32260,cg32260,,nf_181_PIGGYBAC_1,DNA/PIGGYBAC
2466,CG1299,cg1299,,nf_181_PIGGYBAC_1,DNA/PIGGYBAC
2467,CG33545,nab,,nf_181_PIGGYBAC_1,DNA/PIGGYBAC
2468,CG43367,cg43367,,nf_280_TIR_1,DNA/DNA
2469,CG15005,cg15005,,nf_280_TIR_1,DNA/DNA
2470,CG15006,cpr64aa,Cuticular protein,nf_280_TIR_1,DNA/DNA
2471,CG15007,cpr64ab,Cuticular protein,nf_280_TIR_1,DNA/DNA
2472,CG15008,cpr64ac,Cuticular protein,nf_280_TIR_1,DNA/DNA
2473,CG1259,cpr64ad,Cuticular protein,nf_280_TIR_1,DNA/DNA
2474,CG1316,cg1316,,nf_23_HELITRON_1,DNA/RC
2475,CG7447,slow,,nf_381_TIR_1,DNA/DNA
2476,CG7452,syx17,Syntaxin,nf_143_GYPSY_2,LTR/GYPSY
2477,CG15019,cg15019,,nf_143_GYPSY_2,LTR/GYPSY
2478,CG11347,tp53inp,Tumor protein p53 inducible nuclear,nf_143_GYPSY_2,LTR/GYPSY
2479,CG15020,cg15020,,nf_10_TIR_1,DNA/DNA
2480,CG11348,nachrbeta1,nicotinic Acetylcholine Receptor,nf_360_HELITRON_1,DNA/RC
2481,CG32249,cg32249,,nf_293_LINE_1,LINE/I
2482,CG32248,cg32248,,nf_369_LTR_1,LTR/LTR
2483,CG11349,cg11349,,nf_369_LTR_1,LTR/LTR
2484,CG7465,cg7465,,nf_369_LTR_1,LTR/LTR
2485,CG11350,cg11350,,nf_369_LTR_1,LTR/LTR
2486,CG7525,tie,Tie-like receptor tyrosine,nf_23_HELITRON_1,DNA/RC
2487,CG11353,cg11353,,nf_23_HELITRON_1,DNA/RC
2488,CG42540,cg42540,,nf_11_MAVERICK_1,DNA/Maverick
2489,CG7524,src64b,Src oncogene at,nf_11_MAVERICK_1,DNA/Maverick
2490,CG10596,msr-110,,nf_185_TIR_2,DNA/DNA
2491,CG42278,corn,,nf_381_TIR_1,DNA/DNA
2492,CG8620,cg8620,,nf_381_TIR_1,DNA/DNA
2493,CG42256,dscam2,Down syndrome cell adhesion molecule,nf_381_TIR_1,DNA/DNA
2494,CG8556,rac2,,nf_10_TIR_1,DNA/DNA
2495,CG14837,cg14837,,nf_328_P_1,DNA/P
2496,CG7526,frac,faulty,nf_328_P_1,DNA/P
2497,CG14838,mmm,missing minor,nf_138_GYPSY_1,LTR/GYPSY
2498,CG7716,t-grip84,testis-specific gamma-tubulin ring protein,nf_138_GYPSY_1,LTR/GYPSY
2499,CG12262,mcad,Medium-chain acyl-CoA,nf_143_GYPSY_2,LTR/GYPSY
2500,CG7457,cg7457,,nf_143_GYPSY_2,LTR/GYPSY
2501,CG8492,cg8492,,nf_143_GYPSY_2,LTR/GYPSY
2502,CG7422,snmp2,Sensory neuron membrane protein,nf_143_GYPSY_2,LTR/GYPSY
2503,CG13685,cg13685,,nf_117_TIR_1,DNA/CMC
2504,CG7409,cg7409,,nf_117_TIR_1,DNA/CMC
2505,CG8254,exex,,nf_23_HELITRON_1,DNA/RC
2506,CG8194,rnasex25,Ribonuclease,nf_10_TIR_1,DNA/DNA
2507,CG11905,cg11905,,nf_86_I_1,LINE/I
2508,CG13023,cg13023,,nf_86_I_1,LINE/I
2509,CG13028,cg13028,,nf_86_I_1,LINE/I
2510,CG42679,lmpt,,nf_86_I_1,LINE/I
2511,CG9951,cg9951,,nf_25_CR1_1,LINE/CR1
2512,CR46214,lncrna:cr46214,long non-coding,nf_80_I_1,LINE/I
2513,CG12232,galphaf,G protein alpha subunit,nf_23_HELITRON_1,DNA/RC
2514,CG3971,baldspot,,nf_23_HELITRON_1,DNA/RC
2515,CR32162,snrna:u12,,nf_23_HELITRON_1,DNA/RC
2516,CG32165,apl,,nf_25_CR1_1,LINE/CR1
2517,CG17286,spd-2,spindle defective,nf_25_CR1_1,LINE/CR1
2518,CG16724,tra,,nf_25_CR1_1,LINE/CR1
2519,CG4195,l(3)73ah,lethal (3),nf_25_CR1_1,LINE/CR1
2520,CG4609,fax,failed axon,nf_253_TIR_1,DNA/DNA
2521,CG13045,cg13045,,nf_188_GYPSY_1,LTR/GYPSY
2522,CG13046,cg13046,,nf_188_GYPSY_1,LTR/GYPSY
2523,CG13047,cg13047,,nf_188_GYPSY_1,LTR/GYPSY
2524,CG13048,cg13048,,nf_188_GYPSY_1,LTR/GYPSY
2525,CG13049,cg13049,,nf_188_GYPSY_1,LTR/GYPSY
2526,CG13064,cg13064,,nf_188_GYPSY_1,LTR/GYPSY
2527,CG13050,cg13050,,nf_188_GYPSY_1,LTR/GYPSY
2528,CG13065,cg13065,,nf_188_GYPSY_1,LTR/GYPSY
2529,CG13066,cg13066,,nf_10_TIR_1,DNA/DNA
2530,CG13067,cg13067,,nf_10_TIR_1,DNA/DNA
2531,CG34248,cg34248,,nf_10_TIR_1,DNA/DNA
2532,CG13068,cg13068,,Gypsy-16_DWil-LTR_inc_1,LTR/GYPSY
2533,CG4950,cg4950,,Gypsy-16_DWil-LTR_inc_1,LTR/GYPSY
2534,CG13069,cg13069,,Gypsy-16_DWil-LTR_inc_1,LTR/GYPSY
2535,CG13051,cg13051,,Gypsy-16_DWil-LTR_inc_1,LTR/GYPSY
2536,CG13070,cg13070,,Gypsy-16_DWil-LTR_inc_1,LTR/GYPSY
2537,CG13071,cg13071,,Gypsy-16_DWil-LTR_inc_1,LTR/GYPSY
2538,CG34247,cg34247,,nf_381_TIR_1,DNA/DNA
2539,CG13053,cg13053,,nf_381_TIR_1,DNA/DNA
2540,CG13054,cg13054,,nf_381_TIR_1,DNA/DNA
2541,CG13055,cg13055,,nf_381_TIR_1,DNA/DNA
2542,CG33795,cg33795,,nf_378_TIR_1,DNA/DNA
2543,CG33796,cg33796,,nf_378_TIR_1,DNA/DNA
2544,CG5157,cg5157,,nf_182_GYPSY_2,LTR/GYPSY
2545,CG16838,elg1,enhanced level of genomic instability,nf_182_GYPSY_2,LTR/GYPSY
2546,CG5222,ints9,Integrator,Gypsy-3_DBp-I_1,LTR/GYPSY
2547,CG5215,zn72d,Zinc-finger protein at,Gypsy-3_DBp-I_1,LTR/GYPSY
2548,CG5389,atpsynbetal,ATP synthase%2C beta,Gypsy-3_DBp-I_1,LTR/GYPSY
2549,CG13074,cg13074,,Gypsy-3_DBp-I_1,LTR/GYPSY
2550,CG5284,clc-c,Chloride,Gypsy-3_DBp-I_1,LTR/GYPSY
2551,CG5718,sdhal,Succinate dehydrogenase%2C subunit A,nf_300_I_1,LINE/I
2552,CR42941,mir-285,mir-285 stem,nf_360_HELITRON_1,DNA/RC
2553,CG7252,cg7252,,nf_360_HELITRON_1,DNA/RC
2554,CG17826,cg17826,,nf_360_HELITRON_1,DNA/RC
2555,CG9781,obst-g,,nf_360_HELITRON_1,DNA/RC
2556,CG7248,cg7248,,nf_360_HELITRON_1,DNA/RC
2557,CG5700,prc,,nf_360_HELITRON_1,DNA/RC
2558,CG43896,cg43896,,nf_138_GYPSY_1,LTR/GYPSY
2559,CG6793,cg6793,,nf_23_HELITRON_1,DNA/RC
2560,CG10489,pole2,DNA polymerase epsilon subunit,nf_381_TIR_1,DNA/DNA
2561,CG10491,vn,,nf_358_MITE_1,DNA/MITE
2562,CG17498,mad2,,nf_304_TIR_1,DNA/HAT
2563,CG5537,kri,,nf_304_TIR_1,DNA/HAT
2564,CG10539,s6k,Ribosomal protein S6,nf_304_TIR_1,DNA/HAT
2565,CG42272,cg42272,,nf_304_TIR_1,DNA/HAT
2566,CG34418,sif,still,nf_23_HELITRON_1,DNA/RC
2567,CG46320,cg46320,,nf_23_HELITRON_1,DNA/RC
2568,CG10583,sse,,nf_23_HELITRON_1,DNA/RC
2569,CG17334,lin-28,,nf_292_LTR_1,LTR/LTR
2570,CG5249,blimp-1,,nf_292_LTR_1,LTR/LTR
2571,CG12756,eaf6,Esa1-associated factor,BEL-4_DEl-I,LTR/BELPAO
2572,CG10590,tm9sf3,Transmembrane 9 superfamily protein member,BEL-4_DEl-I,LTR/BELPAO
2573,CG6981,ssk,,nf_378_TIR_1,DNA/DNA
2574,CG7654,tom20,Translocase of outer membrane,nf_359_GYPSY_1,LTR/GYPSY
2575,CG7433,gabat,gamma-aminobutyric acid,nf_359_GYPSY_1,LTR/GYPSY
2576,CG7641,nca,,nf_371_TIR_1,DNA/DNA
2577,CG7646,cg7646,,nf_371_TIR_1,DNA/DNA
2578,CG7445,fln,,nf_372_PIFHARBINGER_1,DNA/PIFHARBINGER
2579,CR45161,asrna:cr45161,antisense,nf_372_PIFHARBINGER_1,DNA/PIFHARBINGER
2580,CG17736,schuy,,nf_372_PIFHARBINGER_1,DNA/PIFHARBINGER
2581,CG10171,cg10171,,nf_1_LINE_1,LINE/JOCKEY
2582,CG14110,cg14110,,nf_1_LINE_1,LINE/JOCKEY
2583,CG10717,impl1,Ecdysone-inducible gene,nf_1_LINE_1,LINE/JOCKEY
2584,CG14107,cg14107,,nf_1_LINE_1,LINE/JOCKEY
2585,CR45886,asrna:cr45886,antisense,nf_1_LINE_1,LINE/JOCKEY
2586,CG14111,cg14111,,nf_1_LINE_1,LINE/JOCKEY
2587,CG14112,sncf,SoxNeuro,nf_1_LINE_1,LINE/JOCKEY
2588,CR44558,lncrna:cr44558,long non-coding,nf_381_TIR_1,DNA/DNA
2589,CR44555,lncrna:cr44555,long non-coding,nf_26_COPIA_1,LTR/COPIA
2590,CR43911,lncrna:cr43911,long non-coding,nf_26_COPIA_1,LTR/COPIA
2591,CR45254,lncrna:cr45254,long non-coding,nf_26_COPIA_1,LTR/COPIA
2592,CR45255,lncrna:cr45255,long non-coding,nf_26_COPIA_1,LTR/COPIA
2593,CR45253,lncrna:cr45253,long non-coding,nf_26_COPIA_1,LTR/COPIA
2594,CR43912,lncrna:cr43912,long non-coding,nf_26_COPIA_1,LTR/COPIA
2595,CR45753,lncrna:cr45753,long non-coding,nf_26_COPIA_1,LTR/COPIA
2596,CR45752,lncrna:cr45752,long non-coding,nf_378_TIR_1,DNA/DNA
2597,CR43913,lncrna:cr43913,long non-coding,nf_378_TIR_1,DNA/DNA
2598,CR43146,lncrna:cr43146,long non-coding,nf_378_TIR_1,DNA/DNA
2599,CR45098,lncrna:cr45098,long non-coding,nf_10_TIR_1,DNA/DNA
2600,CR43914,lncrna:cr43914,long non-coding,nf_10_TIR_1,DNA/DNA
2601,CR45097,lncrna:cr45097,long non-coding,nf_10_TIR_1,DNA/DNA
2602,CR31143,trna:leu-caa-2-3,,nf_10_TIR_1,DNA/DNA
2603,CR31983,trna:pro-agg-1-2,,nf_10_TIR_1,DNA/DNA
2604,CR32128,trna:pro-agg-1-6,,nf_10_TIR_1,DNA/DNA
2605,CR32126,trna:pro-agg-1-7,,nf_10_TIR_1,DNA/DNA
2606,CR45096,lncrna:cr45096,long non-coding,nf_86_I_1,LINE/I
2607,CG11281,snky,,nf_10_TIR_1,DNA/DNA
2608,CR43652,lncrna:cr43652,long non-coding,Kiri-6_DTa,LINE/L2
2609,CG14118,cg14118,,nf_23_HELITRON_1,DNA/RC
2610,CG43894,cg43894,,nf_23_HELITRON_1,DNA/RC
2611,CR45748,lncrna:cr45748,long non-coding,nf_381_TIR_1,DNA/DNA
2612,CG4120,cyp12c1,Cytochrome P450,nf_280_TIR_1,DNA/DNA
2613,CG4108,chmp1,Charged multivesicular body protein,nf_280_TIR_1,DNA/DNA
2614,CG18811,capr,,nf_23_HELITRON_1,DNA/RC
2615,CG6896,mypt-75d,Myosin phosphatase targeting subunit,nf_23_HELITRON_1,DNA/RC
2616,CG6897,bora,aurora,nf_360_HELITRON_1,DNA/RC
2617,CG4166,not,,nf_360_HELITRON_1,DNA/RC
2618,CG32199,cg32199,,nf_360_HELITRON_1,DNA/RC
2619,CG32201,cg32201,,nf_372_PIFHARBINGER_1,DNA/PIFHARBINGER
2620,CR46353,lncrna:cr46353,long non-coding,nf_10_TIR_1,DNA/DNA
2621,CG4345,grim,,nf_158_LTR_1,LTR/LTR
2622,CR45936,lncrna:cr45936,long non-coding,nf_23_HELITRON_1,DNA/RC
2623,CR45937,lncrna:cr45937,long non-coding,nf_378_TIR_1,DNA/DNA
2624,CR45935,lncrna:cr45935,long non-coding,nf_378_TIR_1,DNA/DNA
2625,CG13699,cg13699,,nf_372_PIFHARBINGER_1,DNA/PIFHARBINGER
2626,CG7330,cg7330,,nf_104_TIR_2,DNA/DNA
2627,CG13695,geko,,nf_104_TIR_2,DNA/DNA
2628,CR44669,lncrna:cr44669,long non-coding,Jockey-7_DEu,LINE/JOCKEY
2629,CG5137,cyp312a1,Cytochrome P450,Jockey-7_DEu,LINE/JOCKEY
2630,CG32195,cg32195,,nf_23_HELITRON_1,DNA/RC
2631,CG7347,mus304,mutagen-sensitive,nf_23_HELITRON_1,DNA/RC
2632,CG7354,mrps26,mitochondrial ribosomal protein,I-6_DBp,LINE/I
2633,CG44005,cg44005,,nf_23_HELITRON_1,DNA/RC
2634,CR43174,lncrna:cr43174,long non-coding,nf_105_PIFHARBINGER_1,DNA/PIFHARBINGER
2635,CG5485,prestin,,nf_243_MITE_1,DNA/MITE
2636,CG5492,tsp74f,Tetraspanin,nf_243_MITE_1,DNA/MITE
2637,CG14585,ir75a,Ionotropic receptor,nf_158_LTR_1,LTR/LTR
2638,CR44668,lncrna:cr44668,long non-coding,nf_355_TIR_1,DNA/DNA
2639,CG32178,adgf-a2,Adenosine deaminase-related growth factor,nf_381_TIR_1,DNA/DNA
2640,CG5992,adgf-a,Adenosine deaminase-related growth factor,nf_381_TIR_1,DNA/DNA
2641,CG32181,cg32181,,nf_381_TIR_1,DNA/DNA
2642,CG5998,adgf-b,Adenosine deaminase-related growth factor,nf_355_TIR_1,DNA/DNA
2643,CG34251,cg34251,,nf_23_HELITRON_1,DNA/RC
2644,CG32180,eip74ef,Ecdysone-induced protein,nf_358_MITE_1,DNA/MITE
2645,CG6292,cyct,Cyclin,nf_23_HELITRON_1,DNA/RC
2646,CG7542,cg7542,,nf_205_CR1_2,LINE/CR1
2647,CG7603,qil1,,nf_295_TIR_1,DNA/HAT
2648,CR45171,asrna:cr45171,antisense,nf_295_TIR_1,DNA/HAT
2649,CG6391,aps,Aps,nf_295_TIR_1,DNA/HAT
2650,CG14147,cg14147,,nf_378_TIR_1,DNA/DNA
2651,CR45745,lncrna:cr45745,long non-coding,nf_378_TIR_1,DNA/DNA
2652,CG7923,fad2,,nf_159_LINE_1,LINE/JOCKEY
2653,CG32079,cg32079,,nf_159_LINE_1,LINE/JOCKEY
2654,CG7888,cg7888,,nf_23_HELITRON_1,DNA/RC
2655,CG6321,cg6321,,nf_23_HELITRON_1,DNA/RC
2656,CG14145,blos2,Biogenesis of lysosome-related organelles complex 1%2C subunit,nf_23_HELITRON_1,DNA/RC
2657,CG32069,cg32069,,nf_23_HELITRON_1,DNA/RC
2658,CG32075,cg32075,,nf_23_HELITRON_1,DNA/RC
2659,CG45101,cg45101,dicistronic,nf_23_HELITRON_1,DNA/RC
2660,CG7869,suur,Suppressor of,nf_23_HELITRON_1,DNA/RC
2661,CG6310,cg6310,,nf_23_HELITRON_1,DNA/RC
2662,CG33048,mocs1,Molybdenum cofactor synthesis,nf_23_HELITRON_1,DNA/RC
2663,CG42575,napi-iii,Na[+]-dependent inorganic phosphate cotransporter type,nf_23_HELITRON_1,DNA/RC
2664,CG14142,cg14142,,nf_143_GYPSY_2,LTR/GYPSY
2665,CG6207,glcat-p,Glucuronyltransferase,nf_143_GYPSY_2,LTR/GYPSY
2666,CG6199,plod,procollagen lysyl,nf_143_GYPSY_2,LTR/GYPSY
2667,CG7607,cg7607,,nf_143_GYPSY_2,LTR/GYPSY
2668,CG14141,nkt,,nf_143_GYPSY_2,LTR/GYPSY
2669,CG6190,ube3a,Ubiquitin protein ligase,nf_143_GYPSY_2,LTR/GYPSY
2670,CG42671,cg42671,,nf_328_P_1,DNA/P
2671,CR46050,asrna:cr46050,antisense,nf_328_P_1,DNA/P
2672,CG6185,ir68a,Ionotropic receptor,nf_328_P_1,DNA/P
2673,CR44718,lncrna:cr44718,long non-coding,nf_328_P_1,DNA/P
2674,CR44719,lncrna:cr44719,long non-coding,nf_328_P_1,DNA/P
2675,CR44361,lncrna:cr44361,long non-coding,nf_378_TIR_1,DNA/DNA
2676,CR46240,lncrna:cr46240,long non-coding,nf_378_TIR_1,DNA/DNA
2677,CR45251,lncrna:cr45251,long non-coding,nf_61_LTR_1,LTR/BELPAO
2678,CG6163,cg6163,,nf_61_LTR_1,LTR/BELPAO
2679,CR45036,lncrna:cr45036,long non-coding,nf_10_TIR_1,DNA/DNA
2680,CR42755,lncrna:cr42755,long non-coding,nf_10_TIR_1,DNA/DNA
2681,CG11726,cg11726,,nf_378_TIR_1,DNA/DNA
2682,CG44362,cg44362,,nf_378_TIR_1,DNA/DNA
2683,CR44363,lncrna:cr44363,long non-coding,nf_10_TIR_1,DNA/DNA
2684,CG7560,cg7560,,nf_23_HELITRON_1,DNA/RC
2685,CG7551,cg7551,,nf_328_P_1,DNA/P
2686,CG6140,fum3,Fumarase,nf_23_HELITRON_1,DNA/RC
2687,CG32090,vha16-3,Vacuolar H[+] ATPase 16kD subunit,nf_378_TIR_1,DNA/DNA
2688,CG32089,vha16-2,Vacuolar H[+] ATPase 16kD subunit,nf_10_TIR_1,DNA/DNA
2689,CR46049,asrna:cr46049,antisense,nf_10_TIR_1,DNA/DNA
2690,CR43554,mir-4968,mir-4968 stem,nf_23_HELITRON_1,DNA/RC
2691,CG6097,rt,rotated,nf_47_GYPSY_1,LTR/GYPSY
2692,CR45442,lncrna:cr45442,long non-coding,nf_360_HELITRON_1,DNA/RC
2693,CR45672,lncrna:cr45672,long non-coding,nf_360_HELITRON_1,DNA/RC
2694,CR45443,lncrna:cr45443,long non-coding,nf_360_HELITRON_1,DNA/RC
2695,CR45671,lncrna:cr45671,long non-coding,nf_360_HELITRON_1,DNA/RC
2696,CG7368,cg7368,,nf_26_COPIA_1,LTR/COPIA
2697,CR46414,lncrna:cr46414,long non-coding,nf_360_HELITRON_1,DNA/RC
2698,CG14137,cg14137,,nf_360_HELITRON_1,DNA/RC
2699,CG46394,cg46394,,nf_360_HELITRON_1,DNA/RC
2700,CG6091,duba,Deubiquitinating enzyme,nf_23_HELITRON_1,DNA/RC
2701,CG18331,muc68ca,Mucin,nf_23_HELITRON_1,DNA/RC
2702,CG6084,akr1b,Aldo-keto reductase,I-1_DT,LINE/I
2703,CG6083,cg6083,,I-1_DT,LINE/I
2704,CG7351,pcid2,PCI domain-containing protein,I-1_DT,LINE/I
2705,CG18815,apt1,Acyl-protein thioesterase,I-1_DT,LINE/I
2706,CG32085,cg32085,,nf_381_TIR_1,DNA/DNA
2707,CR45881,lncrna:cr45881,long non-coding,nf_381_TIR_1,DNA/DNA
2708,CR45880,lncrna:cr45880,long non-coding,nf_381_TIR_1,DNA/DNA
2709,CR45883,lncrna:cr45883,long non-coding,nf_381_TIR_1,DNA/DNA
2710,CR45882,asrna:cr45882,antisense,nf_381_TIR_1,DNA/DNA
2711,CR45884,lncrna:cr45884,long non-coding,nf_381_TIR_1,DNA/DNA
2712,CG10415,tfiiealpha,Transcription factor,nf_381_TIR_1,DNA/DNA
2713,CG14135,cg14135,,nf_23_HELITRON_1,DNA/RC
2714,CR43887,lncrna:cr43887,long non-coding,nf_23_HELITRON_1,DNA/RC
2715,CG11652,dph1,Diphthamide biosynthesis,nf_23_HELITRON_1,DNA/RC
2716,CG6053,dnai2,dynein%2C axonemal%2C intermediate chain,nf_23_HELITRON_1,DNA/RC
2717,CG11658,cg11658,,nf_23_HELITRON_1,DNA/RC
2718,CG11621,pi3k68d,Phosphatidylinositol 3-kinase,nf_25_CR1_1,LINE/CR1
2719,CG5964,twy,,nf_25_CR1_1,LINE/CR1
2720,CG10907,cg10907,,nf_25_CR1_1,LINE/CR1
2721,CG7293,klp68d,Kinesin-like protein at,nf_25_CR1_1,LINE/CR1
2722,CG10361,gcat,Glycine,nf_143_GYPSY_2,LTR/GYPSY
2723,CR32093,trna:gln-ttg-1-1,,nf_322_TIR_1,DNA/CMC
2724,CG5235,cg5235,,nf_360_HELITRON_1,DNA/RC
2725,CG5241,tasp1,Taspase,nf_360_HELITRON_1,DNA/RC
2726,CG13075,cg13075,,nf_360_HELITRON_1,DNA/RC
2727,CG32156,mbs,Myosin binding,nf_360_HELITRON_1,DNA/RC
2728,CR43951,lncrna:cr43951,long non-coding,nf_369_LTR_1,LTR/LTR
2729,CG12284,diap1,Death-associated inhibitor of apoptosis,nf_369_LTR_1,LTR/LTR
2730,CG5895,cg5895,,nf_26_COPIA_1,LTR/COPIA
2731,CG13076,notum,,nf_26_COPIA_1,LTR/COPIA
2732,CG5841,mib1,mind bomb,nf_112_TIR_1,DNA/CMC
2733,CG5904,mrps31,mitochondrial ribosomal protein,nf_112_TIR_1,DNA/CMC
2734,CG5830,hzg,,nf_112_TIR_1,DNA/CMC
2735,CR44050,lncrna:cr44050,long non-coding,nf_10_TIR_1,DNA/DNA
2736,CR44051,lncrna:cr44051,long non-coding,nf_291_TIR_1,DNA/HAT
2737,CG32150,meru,,nf_10_TIR_1,DNA/DNA
2738,CR42886,mir-263b,mir-263b stem,nf_10_TIR_1,DNA/DNA
2739,CG15715,cg15715,,nf_328_P_1,DNA/P
2740,CG18081,cg18081,,nf_328_P_1,DNA/P
2741,CG12713,cg12713,,nf_328_P_1,DNA/P
2742,CG6224,dbo,,nf_328_P_1,DNA/P
2743,CG6169,dcp2,Decapping protein,Mariner-1_DEl,DNA/TC1MARINER
2744,CG6215,ckiialpha-i1,CKII-alpha subunit,nf_23_HELITRON_1,DNA/RC
2745,CG6151,fwe,,nf_360_HELITRON_1,DNA/RC
2746,CG17943,comm,,nf_10_TIR_1,DNA/DNA
2747,CG42570,cg42570,,nf_23_HELITRON_1,DNA/RC
2748,CG7325,eig71ek,,nf_185_TIR_2,DNA/DNA
2749,CG7350,eig71ed,Ecdysone-induced gene,nf_185_TIR_2,DNA/DNA
2750,CG42334,comm3,,nf_369_LTR_1,LTR/LTR
2751,CR45977,lncrna:cr45977,long non-coding,nf_369_LTR_1,LTR/LTR
2752,CG7372,phs,,nf_369_LTR_1,LTR/LTR
2753,CG13449,cg13449,,nf_23_HELITRON_1,DNA/RC
2754,CG7650,cg7650,,nf_23_HELITRON_1,DNA/RC
2755,CG32149,rhogap71e,Rho GTPase activating protein at,nf_23_HELITRON_1,DNA/RC
2756,CG33986,cg33986,,nf_23_HELITRON_1,DNA/RC
2757,CG7945,cg7945,,nf_23_HELITRON_1,DNA/RC
2758,CG7463,yellow-k,,nf_23_HELITRON_1,DNA/RC
2759,CR43159,asrna:cr43159,antisense,nf_23_HELITRON_1,DNA/RC
2760,CG7936,mex1,midgut expression,nf_23_HELITRON_1,DNA/RC
2761,CG13454,cg13454,,nf_23_HELITRON_1,DNA/RC
2762,CG7266,msra,Methionine sulfoxide reductase,nf_23_HELITRON_1,DNA/RC
2763,CG33756,gdl,,nf_23_HELITRON_1,DNA/RC
2764,CG33755,gdl-orf39,dicistronic,nf_23_HELITRON_1,DNA/RC
2765,CG17962,z600,,nf_26_COPIA_1,LTR/COPIA
2766,CG7841,cg7841,,nf_26_COPIA_1,LTR/COPIA
2767,CG7857,cg7857,,nf_169_LINE_1,LINE/JOCKEY
2768,CG7272,cg7272,,nf_169_LINE_1,LINE/JOCKEY
2769,CG7275,cg7275,,nf_169_LINE_1,LINE/JOCKEY
2770,CG7276,cg7276,,nf_169_LINE_1,LINE/JOCKEY
2771,CG13455,cg13455,,nf_26_COPIA_1,LTR/COPIA
2772,CG12355,cg12355,,nf_26_COPIA_1,LTR/COPIA
2773,CR45394,lncrna:cr45394,long non-coding,nf_355_TIR_1,DNA/DNA
2774,CR45395,lncrna:cr45395,long non-coding,nf_355_TIR_1,DNA/DNA
2775,CR43625,lncrna:cr43625,long non-coding,nf_10_TIR_1,DNA/DNA
2776,CG33259,cg33259,,nf_23_HELITRON_1,DNA/RC
2777,CG18340,ucp4b,Uncoupling protein,nf_23_HELITRON_1,DNA/RC
